Oxygonumdelagoense,,
portulacaoleracea,AA0405;AA0406;AA0801;AT1302;NA0403;NA0405;NA0414;NA0814;NA1201;NA1303;NT0310;PA0402;PA0405;PA0412;PA0425;PA0436;PA0445;PA0501;PA1203;PA1211;PA1212;PA1215,DE;ES;FR;IT;MX;NZ;PT;SA;SE;US
portulacaquadrifida,AT0722,BF;CI
porzanaporzana,PA0436;PA0445;PA0608;PA1201;PA1221,DE;ES;GR;SE
porzanapusilla,AA0402;AA0405;AA0408;AA0409;AA0411;AA0801;AA1206;AA1208;PA0436;PA0445;PA1201;PA1205;PA1221;PA1303,AE;AU;DE;ES;GR;NZ;SE
potamochoeruslarvatus,AT0725;AT1004;AT1008,ET;MZ;ZA
potamonautes,AT0907;PA0409,BW;GB
pouteriaalnifolia,AT0111;AT0722,BF;GH;ML
pouzolziahypoleuca,,
priniaflavicans,AT0702;AT0709;AT0717;AT0726;AT0902;AT0907;AT0908;AT1009;AT1309;AT1310;AT1315;AT1316,AO;BW;NA;ZA
priniasubflava,AT0101;AT0108;AT0109;AT0111;AT0112;AT0114;AT0116;AT0119;AT0130;AT0704;AT0707;AT0711;AT0714;AT0716;AT0721;AT0722;AT0725;AT1004;AT1005;AT1007;AT1009;AT1012,BJ;ET;GH;GM;KE;LR;MZ;SN;TZ;UG;ZA;ZM
prionopsplumatus,AT0108;AT0111;AT0112;AT0119;AT0125;AT0702;AT0705;AT0707;AT0711;AT0715;AT0716;AT0721;AT0722;AT0725;AT0726;AT0907;AT1008,AO;BF;BJ;ET;GH;GM;KE;NA;TZ;UG;ZA;ZM
procaviacapensis,AT0108;AT0114;AT0704;AT0705;AT0711;AT0714;AT0715;AT0716;AT1004;AT1009;AT1203;AT1309;AT1314;AT1315;AT1316;AT1321;PA1207;PA1303;PA1320,ET;GN;IL;KE;NA;SA;TZ;UG;ZA;ZM
procaviacapensisruficeps,AT0108;AT0114;AT0704;AT0705;AT0711;AT0714;AT0715;AT0716;AT1004;AT1009;AT1203;AT1309;AT1314;AT1315;AT1316;AT1321;PA1207;PA1303;PA1320,ET;GN;IL;KE;NA;SA;TZ;UG;ZA;ZM
procellariaaequinoctialis,AN1103;NT0402,AQ;AR;AU;CL;FK;GS;NZ
procellariacinerea,AA0801;AN1104,AQ;AU;FK;NZ;TF
prodotiscusregulus,AT0101;AT0108;AT0109;AT0119;AT0704;AT0711;AT0715;AT0716;AT0717;AT0719;AT0725;AT0726;AT0907;AT1003;AT1004;AT1006;AT1008;AT1009;AT1012;AT1014;AT1203;AT1405,AO;BW;CD;ET;KE;MW;MZ;NA;SZ;TZ;UG;ZA;ZM;ZW
pronolaguscrassicaudatus,,
pronolagusrandensis,,
pronolagusrupestris,,
prosopisafricana,AT0707;AT0722,BF;BJ;FR;GM;GN;ML
prosopisglandulosa,AA1309;AT0707;NA0303;NA0405;NA0701;NA0803;NA0804;NA0806;NA0814;NA0815;NA1201;NA1303;NA1304;NA1307;NA1308;NA1310;NA1312,AU;FR;MX;US
prosopisjuliflora,AT0722;NA1303;NT0109;NT0214,CO;EC;ML;US
prosymna,AT1315,NA
protelescristata,AT0711;AT1309;PA0402,BW;DE;KE;NA
protopterusannectens,,MZ
protopterusannectensannectens,,MZ
psammobatesoculiferus,AT0709;AT0726,BW;NA
psammophiselegans,,
psammophisschokari,AT1321;PA1303,QA;SA
psammophissibilans,AT0722;AT0725,CI;ZA
psammophylaxtritaeniatus,AT0709;AT0725,NA;ZA
pseudaspiscana,AT0709;AT1309,BW;ZA
pseudeverniafurfuracea,PA0436;PA0445;PA0501;PA0608,AT;DE;IT;SE
pseudogaltoniaclavata,,
pseudoprotaetiastolata,,
pseudorcacrassidens,AT0120,FR;IE;SC;YT
psidiumguajava,AA0115;AA0402;AT0110;AT0130;AT0725;AT0903;AT1403;IM0149;NA0303;NA1310;NA1311;NT0109;NT0129;NT0148;NT0181;NT0206;NT0704;NT0907;OC0106;PA1203,AU;BO;BR;CD;CO;CR;ES;GN;HK;ML;MX;PG;US;ZA
psilocaulonjunceum,,
psittacidae,AA0407;AA0408;AA0409;AA0413;AA0801;AA1003;AA1205;AT0714;AT1007;IM0151;IM0202;NA0303;NA0814;NA1201;NA1311;NT0161;NT0166;NT0212;NT0217;NT0404;OC0202;PA0402;PA0421;PA0445;PA0904;PA1207;PA1211,AU;BO;CL;DE;EG;ES;ET;GB;IL;IN;IT;KH;MX;NZ;PE;TZ;US
psittaculakrameri,IM0105;OC0202;PA0402;PA0421;PA0445;PA1203;PA1207;PA1209;PA1211,DE;ES;GB;IL;IN;IT;SE;US
psophocichlalitsitsirupa,AT0112;AT0119;AT0701;AT0702;AT0709;AT0717;AT0725;AT0902;AT0907;AT1001;AT1004;AT1007;AT1008;AT1009;AT1309;AT1316,AO;BW;ET;NA;SZ;ZA;ZM
psychidae,AA0405;AA0406;AA0410;AA0801;AA1003;IM0149;IM0151;NA0403;NT0160;NT0310;NT1316;PA0402;PA0405;PA0436;PA0445;PA0608,BR;DE;HK;IN;MX;NZ;SE;US
psydraxlivida,,
pteleopsishabeensis,AT0722,BJ
ptenopusgarrulus,AT1309,BW
pterocarpuserinaceus,AT0114;AT0130;AT0707;AT0722;AT1403,BF;BJ;CI;FR;GM;GN;ML;SN
pterocarpuslucens,AT0713;AT0722,BF;ML
pteroclesexustus,AT0711;AT0714;AT0715;AT1007;AT1306;AT1320;IM0206;IM0901;IM1301;IM1304;OC0202;OC0702;PA1303;PA1323;PA1325,AE;ET;IN;KE;SA;TZ;US
pteroclesnamaqua,AT0702;AT0726;AT0902;AT1203;AT1309;AT1314;AT1315;AT1316;AT1322,BW;NA;ZA
pteroclesquadricinctus,AT0707;AT0712;AT0713;AT0715;AT0721;AT0722;AT1010;AT1403,BJ;CM;ET;GH;GM;GN;NE;NG;SN;UG
pteroclididae,AT0108;AT0707;AT0711;AT0714;AT0715;AT0716;AT0722;AT0725;AT1007;AT1203;AT1306;AT1321;IM0206;IM0901;IM1301;IM1304;OC0202;PA1209;PA1212;PA1303;PA1320;PA1321;PA1325,AE;ES;ET;GH;GM;IL;IN;KE;MA;PT;SA;TZ;US;ZA
pterococcusafricanus,,
pterodromaincerta,AA1206;AT1009;AT1203;NT0805,AQ;AR;AU;FK;GS;SH;ZA
pterodromalessonii,AA0405;AA1101;AN1104,AU;GS;NZ;TF
pterodromamacroptera,AA0402;AN1104,AU;NZ;SH;TF
pterodromamollis,AN1104,AQ;AU;FK;GS;NZ;SH;TF;ZA
ptilopachuspetrosus,AT0114;AT0705;AT0707;AT0712;AT0721;AT0722;AT1010,BJ;CF;CM;GH;GN;KE;NG;SN;TG;UG
ptilopsisleucotis,AT0107;AT0108;AT0111;AT0704;AT0705;AT0707;AT0711;AT0713;AT0715;AT0716;AT0721;AT0722;AT0902;AT1010;AT1316;AT1401;AT1403,BJ;CI;CM;ET;GH;GM;KE;MR;NA;NE;NG;SL;SN;TD;TG;UG;ZM
ptilostomusafer,AT0705;AT0707;AT0721;AT0722;AT0905;AT1013;AT1401,BJ;GH;GM;NG;SS;UG
ptycholobiumbiflorum,,
ptycholobiumplicatum,,
ptyodactylusragazzii,,
ptyonoprognefuligulapusilla,AT0101;AT0108;AT0109;AT0111;AT0711;AT0716;AT0725;AT1003;AT1004;AT1007;AT1306;PA1303,AE;ET;GH;KE;LS;SA;TZ;UG;ZA
puffinusassimilis,,AQ;AR;AU;CL;FK;FR;NO;NZ;ZA
puffinuscarneipes,AA0402;AA1204;AA1210;AT1405;IM0124,AE;AU;IN;NZ;US;ZA
puffinusgravis,NA0517;NT0402,AR;BM;CL;FK;GL;SE;US;ZA
puffinusgriseus,NA0519;NA1202;PA0405;PA0436;PA1325,GB;IL;SE;US
puffinusihermineri,NA0529;NT0164;NT0171;NT0301,BS;PA;PR;TC;TT;US
puffinuspacificus,AA0402;AA0409;NT0130;NT0230;OC0202;OC0702,AU;CR;FJ;MX;PG;RE;US
puffinuspuffinus,PA0405;PA0436,CL;GB;IS;SE;US
pulexirritans,PA0409;PA0429,IE
pupalialappacea,AT0713;AT0722;PA1208;PA1209;PA1216;PA1221,BF;BJ;KE;TZ
pycnonotusbarbatus,AT0101;AT0108;AT0109;AT0111;AT0116;AT0123;AT0705;AT0707;AT0711;AT0713;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT1003;AT1004;AT1009;AT1012;AT1403;AT1405;PA0904;PA1207;PA1212;PA1214;PA1321,BJ;EG;ET;GH;GM;KE;LR;MA;NG;SN;TR;TZ;UG;ZA
pycnonotusbrunneus,AT1309;AT1314;AT1316;IM0102;IM0103;IM0144;IM0146;IM0152;IM0163;IM0167;IM1001;IM1404,ID;MY;NA;SG;TH;VN
pycnonotusnigricans,AT0702;AT0709;AT0725;AT0726;AT0902;AT0907;AT0908;AT1003;AT1004;AT1009;AT1309;AT1314;AT1315;AT1316,BW;LS;NA;ZA
pycreusmacrostachyos,AT0713;AT0722,BF;ML;NG
pyrgomorphavignaudi,,
python,AT0110;AT0114;AT0130;AT0716;AT0717;AT0719;AT0722;AT0723;AT0725;AT0726;AT0907;AT1309;AT1403;IM0102;IM0124;IM0166;IM0212;IM0301;NA0804;NT0904,AO;BW;CD;CG;CI;GN;ID;IN;LK;LR;MY;MZ;PH;TG;TZ;US;ZA;ZM;ZW
pythonregius,AT0722;AT1403;NA0804,GN;TG;US
pythonsebae,AT0110;AT0114;AT0130;AT0716;AT0726;AT0907,AO;CD;CI;GN;LR;TZ;ZM
pytiliamelba,AT0108;AT0109;AT0702;AT0704;AT0709;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT0726;AT0907;AT1007;AT1009;AT1013;AT1309;AT1316,BW;CD;ET;KE;NA;RW;TZ;UG;ZA;ZM
pyxicephalusadspersus,AT0702;AT0725;AT0907;AT1309;AT1316,BW;NA
queleaquelea,AT0101;AT0108;AT0109;AT0112;AT0705;AT0707;AT0711;AT0714;AT0715;AT0716;AT0717;AT0722;AT0725;AT0726;AT0907;AT0908;AT1004;AT1005;AT1007;AT1009;AT1314,BW;ET;GH;GM;KE;SN;TZ;UG;ZA;ZM;ZW
radyeraurens,,
ralluscaerulescens,AT0101;AT0108;AT0115;AT0119;AT0711;AT0712;AT0716;AT0717;AT0719;AT0721;AT0725;AT0726;AT0907;AT1004;AT1006;AT1009;AT1012;AT1309,AO;BW;CM;KE;MZ;NA;TZ;UG;ZA;ZM;ZW
raphiceruscampestris,AT0702;AT0709;AT0714;AT0716;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1309;AT1314;AT1316,BW;KE;NA;TZ;ZA;ZW
raphicerusmelanotis,,
raphicerussharpei,AT0725;AT1004,ZA
raphionacmeburkei,,
rattus,AA0405;AA0801;IM0124;NA0410;NA0519;NA0806;NA0814;NA1201;NA1202;PA0402;PA0405;PA0409;PA0412;PA0429;PA0436;PA0445;PA0608;PA1211,DE;IE;IN;IT;NZ;SE;US
rattusnorvegicus,AA0405;AA0801;NA0519;NA1202;NA1302;PA0402;PA0405;PA0409;PA0412;PA0429;PA0432;PA0436;PA0445;PA0608,DE;IE;IT;MX;NZ;SE;US
rattusrattus,AA0402;AA0405;AA0406;AA0407;AA0409;AA0801;IM0124;IM0212;NA0519;NA0806;NA0814;NA1202;NA1311;NT0154;PA0402;PA0405;PA0412;PA0436;PA0445;PA1210;PA1211,AU;BZ;CH;DE;EE;HR;IE;IN;IT;LK;MX;NZ;US
reduncaarundinum,AT0119;AT0725;AT0726;AT0907;AT1004,BW;LS;NA;SZ;ZA
reduncafulvorufula,AT0714;AT1004;AT1008,ET;TZ;ZA
reduncaredunca,AT0108;AT0705;AT0711;AT0712;AT0715;AT0716,CM;ET;KE;TZ
reduviidae,AA0402;AA0404;AA0405;AT0717;AT0725;IM0124;IM0131;IM0149;IM0150;NA0402;NA0403;NA0404;NA0407;NA0411;NA0412;NA0413;NA0415;NA0519;NA0801;NA0804;NA0806;NA0814;NA1202;NA1203;NA1303;NA1310;NA1311;NA1312;NT0205;NT0310;PA0402;PA0404;PA0405;PA0436;PA0445;PA0608,AU;BG;CR;DE;HK;IN;MX;MZ;NZ;SE;US;ZW
requieniaobcordata,,
requieniasphaerosperma,,
rhabdomyspumilio,AT0108;AT0902;AT1005;AT1309;AT1313;AT1316,KE;NA;TZ;ZA
rhabdotissobrina,AT0109,TZ
rhigozumbrevispinosum,,
rhigozumtrichotomum,AT1309,NA
rhinolophusblasii,PA0431,HU
rhinolophuscapensis,,
rhinolophusclivosus,AT0711,KE
rhinolophusdarlingi,AT0725,ZA
rhinolophusdenti,,
rhinolophusfumigatus,AT0722,BF;ML
rhinolophushildebrandtii,AT0711,KE
rhinolophuslanderi,AT0711;AT0722,BF;CI;KE
rhinolophussimulator,AT1007,ET
rhinolophusswinnyi,,
rhinopomamicrophyllum,,
rhinopomastusaterrimus,AT0130;AT0704;AT0705;AT0707;AT0712;AT0713;AT0715;AT0721;AT0722;AT0723;AT0725;AT1002;AT1007;AT1010;AT1309;AT1403,AO;BJ;CM;ET;GA;GH;GM;GN;GW;MR;NA;NG;SN;TD;TG;UG;ZM
rhinoptiluschalcopterus,AT0119;AT0128;AT0702;AT0704;AT0707;AT0709;AT0712;AT0716;AT0717;AT0719;AT0722;AT0725;AT0907;AT1004;AT1009;AT1309;AT1316,BJ;BW;CD;CM;GM;MZ;NA;TZ;ZA;ZM;ZW
rhipicephalusturanicus,,
rhoicissustridentata,AT1015,TZ
rhuspyroides,AT1004;AT1015,TZ;ZA
rhustenuinervis,AT0907;AT1309,BW;NA
rhynchogalemelleri,,
rhynchosiaminima,AA0402,AU
rhynchosiaminimamemnonia,AA0402,AU
rhynchosiaminimaminima,AA0402,AU
rhynchosiapycnostachya,,
ricinuscommunis,AA0405;AA0406;AT0707;IM0146;NA0303;NA0414;NA0529;NA0701;NA1201;NA1202;NA1203;NA1302;NA1307;NT0148;NT0176;NT0179;NT0181;NT0205;NT0211;NT0230;OC0202;PA0402;PA0425;PA0436;PA0445;PA1203;PA1209;PA1215;PA1221,CA;DE;ES;FR;GD;MX;NZ;PT;SE;SG;US
rogeriaadenophylla,,
rottboelliacochinchinensis,AT0111;AT0130;AT0707;AT0713;AT0722;NT0109,BF;BJ;CO;GN;ML;NG;SN
rousettusaegyptiacus,AT0101;AT0102;AT0112;AT0114;AT0126;AT0130;AT0721;AT0722;PA1303,BF;CG;EG;ET;GN;LR;RW;TR;UG
rousettusangolensis,,
ruelliacyanea,AT0202,MG
sabasenegalensis,AT0130;AT0707;AT0722;AT1403,BF;FR;GN;ML
saccharumofficinarum,AA0402;AT0110;AT0114;AT0120;AT0130;IM0154,AU;CD;EC;ES;GN;LK;MU
saccostomuscampestris,AT0704,TZ;ZM
sagittariusserpentarius,AT0108;AT0704;AT0711;AT0714;AT0715;AT0716;AT0725;AT0907;AT0908;AT1004;AT1009;AT1201;AT1315,BW;ET;KE;LS;NA;TZ;ZA;ZM
salsolaethoshensis,,
salsolakalaharica,,
salsolakali,AA1207;NA0303;NA0414;NA0801;NA0815;NA1201;NA1202;NA1303;NA1304;NA1305;NA1308;NA1310;PA0402;PA0405;PA0412;PA0436;PA0445;PA1214;PA1215,AU;DE;DK;ES;FR;IE;IT;MX;SE;US
salsolanamaqualandia,,
salsolarabieana,,
salvadorapersica,AT1316;PA1325;PA1329,EG;ML;NA
salviaruncinata,,
sansevieria,AA0402;AT0110;AT0130;AT0715;AT0722;AT0907;AT1015;AT1309;IM0154;NA0303;NA1302;NT0303;PA0405;PA0436,AU;BF;BW;CD;ES;ET;FR;GT;LK;LR;ML;MX;NA;SE;TZ
sansevieriaaethiopica,AT0907,BW
sansevierialiberica,AT0130;AT0722,BF;LR;ML
sansevieriazeylanica,IM0154,LK
sarcocaulonsalmoniflorum,,
sarcocephaluslatifolius,AT0110;AT0111;AT0114;AT0130;AT0707;AT0722;AT1403,BF;BJ;CD;FR;GN;ML
sarcostemmaviminale,AT0719;AT0907;AT1201,BW;MW;ZA
sarkidiornismelanotos,AT0108;AT0112;AT0117;AT0704;AT0705;AT0706;AT0713;AT0714;AT0715;AT0716;AT0717;AT0721;AT0725;AT0907;AT1005;IM0124;IM0142;IM0146;IM0164;IM0166;IM0201;IM0202;IM0206;IM0207;IM0210;IM1301;IM1403;NT0121;NT0170;NT0210;NT0232;NT0801;NT1315,AR;BR;CD;EC;ET;IN;KE;KH;MG;MY;PE;SD;TZ;UG;ZA;ZM
sarotherodongalilaeusgalilaeus,,
sarothruraaffinis,AT0116;AT0725;AT1003;AT1004;AT1009;AT1203,LS;SZ;ZA
sarothruraayresi,AT1004,ZA
sarothruraboehmi,AT0704;AT0717;AT0726,AO;CD;ZA
sarothruraelegans,AT0107;AT0110;AT0115;AT0116;AT0124;AT0705;AT0712;AT0717;AT0719;AT0721;AT0725;AT1004;AT1005;AT1006;AT1009;AT1012;AT1201;AT1203,CD;CM;CU;KE;MZ;NG;SZ;UG;ZA;ZW
sarothruralugens,,
sarothrurarufa,AT0101;AT0115;AT0116;AT0119;AT0121;AT0717;AT0719;AT0721;AT0725;AT1003;AT1004;AT1009;AT1012;AT1015;AT1201;AT1203;AT1405,CM;KE;LS;MW;SZ;UG;ZA;ZM;ZW
scadoxuspuniceus,AT1015,TZ
scarabaeidae,AA0405;AA0406;AA0801;AT0123;AT0725;IM0151;IM0163;IM0202;NA0303;NA0404;NA0405;NA0406;NA0407;NA0410;NA0412;NA0413;NA0414;NA0415;NA0517;NA0527;NA0804;NA0806;NA0811;NA0814;NA0815;NA1201;NA1303;NA1310;NT0154;NT0310;PA0404;PA0405;PA0435;PA0436;PA0445;PA0501;PA1205;PA1209;PA1211,AT;BG;DE;ES;GR;IN;IT;MX;NG;NZ;SE;TH;TL;US;ZW
schilbeintermedius,AT0709;AT0907,BW
schilbemystus,,
schistocercagregaria,AT1302;AT1321;NA1201;PA1212;PA1303,EH;ES;FR;IL;MA;OM;SA;US
schizachyriumexile,AT0713;AT0722,BF;BJ
schmidtiakalihariensis,,
schmidtiapappophoroides,,
schoenefeldiagracilis,AT0713;AT0722,BF;BJ
schoenoplectiellasenegalensis,AT0713;AT0722,BF
schoenoplectuscorymbosus,AT0907,BW
schoenoplectusmuricinux,,
scillanervosa,AT1015,TZ
scincidae,AA0405;AA0406;AA0411;AA0801;AT0118;AT0123;AT0725;AT1318;AT1322;IM0150;NA0405;NA0409;NA0413;NA0519;NA0523;NA0701;NA0801;NA0804;NA0806;NA0814;NA1201;NA1202;NA1203;NA1312;PA1211;PA1321,AU;CK;ID;IN;IT;MA;MG;MZ;NG;NZ;US;VN;YE;ZA
scintharistanotabilis,,
sciuruscarolinensis,NA0401;NA0402;NA0403;NA0406;NA0407;NA0409;NA0410;NA0411;NA0413;NA0414;NA0417;NA0517;NA0519;NA0523;NA0524;NA0529;NA0701;NA0804;NA1202;NT0904;PA0409;PA0421;PA0432,CA;GB;IE;IT;US
sclerocaryabirrea,AT0704;AT0707;AT0722;AT0725;AT0907,BF;BW;FR;ML;MW;ZA
scopusumbretta,AT0101;AT0108;AT0112;AT0119;AT0125;AT0704;AT0705;AT0706;AT0707;AT0711;AT0715;AT0716;AT0721;AT0722;AT0725;AT1005;AT1007;AT1403,BJ;ET;GH;GM;GW;KE;MZ;NE;NG;RW;SN;TZ;UG;ZA;ZM
scorpiones,AT0711;NA0402;NA0405;NA0515;NA0519;NA0523;NA0803;NA0804;NA0806;NA0814;NA0815;NA1201;NA1202;NA1203;NA1303;NA1308;NA1310;NA1311;NA1312;NT0130;NT0146;NT0204;NT0205;NT0217;NT0228;NT0310;NT1304;PA1211;PA1215;PA1221,BR;CR;FR;IT;KE;MX;PT;US
scotoecusalbofuscus,AT0722,BF;SN
scotophilusdinganii,AT0111;AT0711;AT0715;AT0719,ET;GH;KE;ZW
scotophilusnigrita,,
scotophilusviridis,AT0125;AT0722;AT0725,KE;ML;ZA
searsialancea,,
searsialeptodictya,,
securidacalongepedunculata,AT0130,GN
securidacalongipedunculata,AT0111;AT0704;AT0707;AT0722;AT1015,BF;BJ;FR;ML;TZ
securinegavirosa,AT0111;AT0722;AT0907,BF;BJ;BW
selagodinteri,,
senecioconsanguineus,,
senecioeeni,,
seneciolongiflorus,,ZA
senegaliaataxacantha,,
senegalialaeta,,
senegaliamacrostachya,,
sennaitalica,AT0722;AT1302;PA0608;PA1329,BF;FI;ML;SA
sennaitalicaitalica,AT0722;AT1302;PA0608;PA1329,BF;FI;ML;SA
sennaobtusifolia,AT0707;AT0713;NA0523;NA0529;NT0137;NT0225;PA0402,BE;BF;CO;FR;US
sennaoccidentalis,AA0402;AT0110;AT0117;AT0130;AT0707;AT0722;NA0701;NT0137;PA0402;PA0608,AU;BE;BF;BJ;CD;CO;FI;FR;GN;MG;SN;US
sennasiamea,AT0110;AT0722;AT1015;IM0149,BF;CD;FR;HK;TZ
sericoremaremotiflora,,
serinusalario,AT0717;AT0726;AT1009;AT1203;AT1309;AT1314;AT1316;AT1322,NA;ZA;ZW
serinusleucopygius,AT0101;AT0705;AT0707;AT0713;AT0721;AT0722;AT1007;AT1010,CD;CM;ET;GH;GM;MR;NE;NG;SD;SN;TD;UG
serinusmozambicus,AT0107;AT0120;AT0716;AT0717;AT0721;AT0722;AT0725;AT1004;AT1005;AT1012;AT1013;AT1402;AT1403;AT1405;OC0106;OC0202;OC0702,BJ;CM;GH;GM;KE;MU;UG;US;ZA
serpentes,PA0436,SE
sesamumalatum,AT0713,BF
sesamumindicum,AT0130;IM0154;PA0436;PA0445,DE;GN;LK;SE
sesamumtriphyllum,,
sesbaniadalzielii,AT0722,NG
sesbaniarostrata,,
sesbaniasesban,AT0722;AT0907,BF;BW
setariapumila,AA0402;NA0404;NA0413;NA0415;NA0804;PA0402;PA0406;PA0412;PA0422;PA0432;PA0436;PA0445;PA0501;PA1215,AT;AU;CH;DE;FR;GE;SE;US
setariaverticillata,PA0402;PA0436;PA0445;PA0501;PA1215,DE;ES;FR;SE
sherifuriahaningtoni,,
sidaabutifolia,AA0402;AA0802;AA1207;NA0804;NA0806;NA0814;NA1302;NA1310;NA1312;NT0309,AU;MX;US
sidacerradoensis,,
sidachysantha,,
sidacordifolia,AA0402;AT0713;AT0722;AT0907,AU;BF;BW;NG
sidarhombifolia,AA0402;NA0405;NA0517;NT0109;NT0204,AU;CO;JM;MX;US
sidaspinosa,AA0402;AT0114;NA0404;NA0405;NA0409;NA0411;NA0701;NA0814,AU;GN;US
sidaurens,AT0114;AT0130;AT0707;AT0722,BF;GN;SN
sigmoceroslichtensteinii,AT0716;AT0725;AT1309,NA;TZ;ZM
sinoxylonsenegalense,,
sinoxylonverrugerum,,
sitophilus,PA0402;PA0405;PA0436;PA0445;PA0608,DE;SE
sitophilusgranarius,PA0405;PA0436;PA0608,SE
solanumaethiopicum,AT0109;PA0402;PA0436,BE;SE;TZ
solanumamericanum,AA0402;AA0406;IM0154;NA0303;NA0409;NA0519;NA0814;NA1201;NA1308;NT0109;PA0405;PA1212;PA1215,AU;CO;ES;IT;LK;MA;NZ;SE;US
solanumcapense,,
solanumcatombelense,,
solanumcoccineum,,
solanumincanum,AT0114;AT0707;AT1313,GN;KE;SN
solanumlichtensteinii,,
solanumlycopersicum,AA0801;AT0108;NA0303;NT0310;OC0202;PA0402;PA0405;PA0436;PA0445;PA0608;PA1203;PA1211;PA1303,DE;ES;FR;IT;MX;NZ;SA;SE;TZ;US
solanummacrocarpon,AT0125,TZ
solanummelongena,AT0110;PA0402;PA0436;PA0445;PA1201;PA1209;PA1215,CD;DE;ES;FR;SE;TR
solanumsupinum,,
solanumtuberosum,AA0405;AA0801;NT0153;NT0310;PA0402;PA0405;PA0436;PA0445;PA0608;PA1203,DE;ES;FR;MX;NZ;PE;SE
solifugae,AT0704;AT0709;AT0717;AT0722;AT0725;AT0726;AT1320;NA0302;NA0511;NA0512;NA0801;NA0806;NA0815;NA1201;NA1202;NA1203;NA1302;NA1303;NA1304;NA1308;NA1310;NA1312;NT0176;PA0446,BW;IR;MX;MZ;NA;NE;OM;US;ZA;ZM
solpugidae,,
sorghumarundinaceum,AT0722,NG
sorghumbicolor,AA0402;NA0411;NA0814;PA0405;PA0409;PA0436;PA0445;PA1215,AU;DE;FR;IE;SE;US
spermacoce,AA0402;AT0114;AT0130;AT0707;AT0713;AT0722;AT1403;NA0412;NA0814;NT0109;NT0125;NT0154;NT0160;NT0178;NT0218;NT1006,AU;BF;BR;CI;CO;EC;GN;GT;JM;SG;SN;SR;US;VE
spermacocechaetocephala,AT0713;AT0722,BF;BJ;NG;SN
spermacocefilifolia,AT0722,BF;BJ;NG
spermacocehepperana,,
spermacocehepperanaverdc,,
spermacoceradiata,AT0114;AT0713;AT0722,BF;BJ;GN;NG;SN
spermacoceruelliae,AT0713;AT0722,BF;BJ;NG
spermacocestachydeavarstachydea,AT0111;AT0707;AT0722,BF;BJ;SN
spermacoceverticillata,AT0130;AT0722;AT1403;NT1006,BF;BJ;CI;CO;GN
sphaeranthusangustifolius,,
spheniscusdemersus,AT1203,ZA
sphenocleazeylanica,AT0722;NA0409,BF;US
sphenopsdelislei,,
sphingonotuscanariensisorientalis,,
spigeliaanthelmia,AT0722;NT0137,BF;BJ;CO
spiloptilaclamans,AT0713;AT0722;AT1010,CM;ML;NE;NG;SD;SN
spirostachysafricana,,
spodopteraexempta,,
spondiasmombin,AT0110;AT0111;AT0114;AT0130;AT0722;AT1403;NT0125;NT0137;NT0178;NT0201;NT0214,CD;CO;EC;GH;GN;ML;SR
sporoboluscoromandelianus,,
sporobolusfestivus,AT0713;AT0722,BF
sporobolushelvolus,,
sporobolusmicroprotus,AT0713;AT0722,BF
sporobolusrangei,AT0907,BW
sporopipesfrontalis,AT0108;AT0704;AT0705;AT0711;AT0714;AT0716;AT0721;AT0722;AT0905;AT1007,ET;GH;KE;SN;SS;TZ;UG
sporopipessquamifrons,AT0702;AT0709;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1309;AT1310;AT1314;AT1315;AT1316,AO;BW;NA;ZA;ZW
stachysspathulata,,
stachytarphetajamaicensis,AT0130;AT0722;NT0119;NT0179;NT0218;NT0704;NT0904,BF;BR;CR;GD;GN;JM;US
stapeliaschinzii,,
steatomyskrebsii,,
steatomysparvus,,
steatomyspratensis,AT0718,CD
stenellaattenuata,,AU;BR;EG;MX;SC;US;YT
stenellacoeruleoalba,PA1221,ES;FR;IT;PT
stenellalongirostris,AA0402;AT1306;NA0529;NT0160;NT1401;OC0202;OC0702;PA1333,AU;BR;EC;EG;ES;MX;OM;PF;PR;SC;SN;SV;US;VU;ZZ
stenopelmatidae,NA0303;NA0519;NA0522;NA0527;NA0801;NA0814;NA0815;NA1201;NA1202;NA1203;NA1302;NA1304;NT0310,MX;US
stephanoaetuscoronatus,AT0101;AT0108;AT0109;AT0111;AT0115;AT0116;AT0119;AT0125;AT0705;AT0711;AT0716;AT0721;AT0725;AT1004;AT1005;AT1012;AT1013;AT1203,GH;KE;RW;SZ;TZ;UG;ZA
steraspis,,
sterculiasetigera,AT0707;AT0722,BF;BJ;FR;ML
stereospermumkunthianum,AT0111;AT0130;AT0704;AT0707;AT0713;AT0722,BF;BJ;FR;GN;TZ
stipagrostis,,ES
stipagrostisamabilis,,
stipagrostisciliata,,ES
stipagrostishirtigluma,,
stipagrostisobtusa,,
stipagrostisuniplumis,,
streptopelia,PA0405;PA0436;PA0608,SE
streptopeliacapicola,AT0101;AT0108;AT0109;AT0711;AT0714;AT0716;AT0717;AT0721;AT0725;AT1003;AT1004;AT1007;AT1009;AT1314,ET;KE;LS;MZ;TZ;UG;ZA
